Region,Country,ISO Code,RE or Non-RE,Group Technology,Technology,Poducer Type,Year,Electricity Installed Capacity (MW)
Asia,India,IND,Total Renewable,Bioenergy,Biogas,On-grid,2020,7
Asia,India,IND,Total Renewable,Bioenergy,Renewable municipal waste,On-grid,2016,139
Asia,India,IND,Total Renewable,Bioenergy,Renewable municipal waste,On-grid,2017,146
Asia,India,IND,Total Renewable,Bioenergy,Renewable municipal waste,On-grid,2018,159
Asia,India,IND,Total Renewable,Bioenergy,Renewable municipal waste,On-grid,2019,165
Asia,India,IND,Total Renewable,Bioenergy,Renewable municipal waste,On-grid,2020,188
Asia,India,IND,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Off-grid,2016,85
Asia,India,IND,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Off-grid,2017,85
Asia,India,IND,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Off-grid,2018,85
Asia,India,IND,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Off-grid,2019,85
Asia,India,IND,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Off-grid,2020,85
Asia,India,IND,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2016,42753
Asia,India,IND,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2017,44647
Asia,India,IND,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2018,45190
Asia,India,IND,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2019,45333
Asia,India,IND,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2020,45810
Asia,India,IND,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2016,638
Asia,India,IND,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2017,871
Asia,India,IND,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2018,1099
Asia,India,IND,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2019,1130
Asia,India,IND,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2020,1130
Asia,India,IND,Total Renewable,Solar energy,Concentrated solar power,On-grid,2016,229
Asia,India,IND,Total Renewable,Solar energy,Concentrated solar power,On-grid,2017,229
Asia,India,IND,Total Renewable,Solar energy,Concentrated solar power,On-grid,2018,229
Asia,India,IND,Total Renewable,Solar energy,Concentrated solar power,On-grid,2019,229
Asia,India,IND,Total Renewable,Solar energy,Concentrated solar power,On-grid,2020,229
Asia,India,IND,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2016,9013
Asia,India,IND,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2017,17052
Asia,India,IND,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2018,26026
Asia,India,IND,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2019,33731
Asia,India,IND,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2020,37852
Asia,India,IND,Total Renewable,Wind energy,Onshore wind energy,On-grid,2016,28700
Asia,India,IND,Total Renewable,Wind energy,Onshore wind energy,On-grid,2017,32848
Asia,India,IND,Total Renewable,Wind energy,Onshore wind energy,On-grid,2018,35288
Asia,India,IND,Total Renewable,Wind energy,Onshore wind energy,On-grid,2019,37505
Asia,India,IND,Total Renewable,Wind energy,Onshore wind energy,On-grid,2020,38559
Asia,Indonesia,IDN,Total Non-Renewable,Fossil fuels,Fossil fuels,Off-grid,2018,4
Asia,Indonesia,IDN,Total Non-Renewable,Fossil fuels,Fossil fuels,Off-grid,2019,4
Asia,Indonesia,IDN,Total Non-Renewable,Fossil fuels,Fossil fuels,Off-grid,2020,4
Asia,Indonesia,IDN,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2016,49401
Asia,Indonesia,IDN,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2017,52824
Asia,Indonesia,IDN,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2018,55144
Asia,Indonesia,IDN,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2019,59377
Asia,Indonesia,IDN,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2020,59822
Asia,Indonesia,IDN,Total Non-Renewable,Other non-renewable energy,Other non-renewable energy,On-grid,2016,8
Asia,Indonesia,IDN,Total Non-Renewable,Other non-renewable energy,Other non-renewable energy,On-grid,2017,8
Asia,Indonesia,IDN,Total Non-Renewable,Other non-renewable energy,Other non-renewable energy,On-grid,2018,8
Asia,Indonesia,IDN,Total Non-Renewable,Other non-renewable energy,Other non-renewable energy,On-grid,2019,8
Asia,Indonesia,IDN,Total Non-Renewable,Other non-renewable energy,Other non-renewable energy,On-grid,2020,8
Asia,Indonesia,IDN,Total Renewable,Bioenergy,Solid biofuels,Off-grid,2016,1617
Asia,Indonesia,IDN,Total Renewable,Bioenergy,Solid biofuels,Off-grid,2017,1617
Asia,Indonesia,IDN,Total Renewable,Bioenergy,Solid biofuels,Off-grid,2018,1617
Asia,Indonesia,IDN,Total Renewable,Bioenergy,Solid biofuels,Off-grid,2019,1617
Asia,Indonesia,IDN,Total Renewable,Bioenergy,Solid biofuels,Off-grid,2020,1617
Asia,Indonesia,IDN,Total Renewable,Bioenergy,Solid biofuels,On-grid,2016,86
Asia,Indonesia,IDN,Total Renewable,Bioenergy,Solid biofuels,On-grid,2017,124
Asia,Indonesia,IDN,Total Renewable,Bioenergy,Solid biofuels,On-grid,2018,142
Asia,Indonesia,IDN,Total Renewable,Bioenergy,Solid biofuels,On-grid,2019,147
Asia,Indonesia,IDN,Total Renewable,Bioenergy,Solid biofuels,On-grid,2020,151
Asia,Indonesia,IDN,Total Renewable,Bioenergy,Biogas,Off-grid,2016,16
Asia,Indonesia,IDN,Total Renewable,Bioenergy,Biogas,Off-grid,2017,52
Asia,Indonesia,IDN,Total Renewable,Bioenergy,Biogas,Off-grid,2018,68
Asia,Indonesia,IDN,Total Renewable,Bioenergy,Biogas,Off-grid,2019,70
Asia,Indonesia,IDN,Total Renewable,Bioenergy,Biogas,Off-grid,2020,70
Asia,Indonesia,IDN,Total Renewable,Bioenergy,Biogas,On-grid,2016,48
Asia,Indonesia,IDN,Total Renewable,Bioenergy,Biogas,On-grid,2017,49
Asia,Indonesia,IDN,Total Renewable,Bioenergy,Biogas,On-grid,2018,40
Asia,Indonesia,IDN,Total Renewable,Bioenergy,Biogas,On-grid,2019,42
Asia,Indonesia,IDN,Total Renewable,Bioenergy,Biogas,On-grid,2020,42
Asia,Indonesia,IDN,Total Renewable,Bioenergy,Renewable municipal waste,On-grid,2016,8
Asia,Indonesia,IDN,Total Renewable,Bioenergy,Renewable municipal waste,On-grid,2017,8
Asia,Indonesia,IDN,Total Renewable,Bioenergy,Renewable municipal waste,On-grid,2018,8
Asia,Indonesia,IDN,Total Renewable,Bioenergy,Renewable municipal waste,On-grid,2019,8
Asia,Indonesia,IDN,Total Renewable,Bioenergy,Renewable municipal waste,On-grid,2020,8
Asia,Indonesia,IDN,Total Renewable,Geothermal energy,Geothermal energy,On-grid,2016,1533
Asia,Indonesia,IDN,Total Renewable,Geothermal energy,Geothermal energy,On-grid,2017,1808
Asia,Indonesia,IDN,Total Renewable,Geothermal energy,Geothermal energy,On-grid,2018,1948
Asia,Indonesia,IDN,Total Renewable,Geothermal energy,Geothermal energy,On-grid,2019,2131
Asia,Indonesia,IDN,Total Renewable,Geothermal energy,Geothermal energy,On-grid,2020,2131
Asia,Indonesia,IDN,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Off-grid,2016,15
Asia,Indonesia,IDN,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Off-grid,2017,15
Asia,Indonesia,IDN,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Off-grid,2018,944
Asia,Indonesia,IDN,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Off-grid,2019,945
Asia,Indonesia,IDN,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Off-grid,2020,945
Asia,Indonesia,IDN,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2016,5651
Asia,Indonesia,IDN,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2017,5688
Asia,Indonesia,IDN,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2018,4828
Asia,Indonesia,IDN,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2019,5031
Asia,Indonesia,IDN,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2020,5265
Asia,Indonesia,IDN,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2016,42
Asia,Indonesia,IDN,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2017,43
Asia,Indonesia,IDN,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2018,45
Asia,Indonesia,IDN,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2019,50
Asia,Indonesia,IDN,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2020,53
Asia,Indonesia,IDN,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2016,47
Asia,Indonesia,IDN,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2017,54
Asia,Indonesia,IDN,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2018,24
Asia,Indonesia,IDN,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2019,105
Asia,Indonesia,IDN,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2020,118
Asia,Indonesia,IDN,Total Renewable,Wind energy,Onshore wind energy,Off-grid,2018,0
Asia,Indonesia,IDN,Total Renewable,Wind energy,Onshore wind energy,Off-grid,2019,0
Asia,Indonesia,IDN,Total Renewable,Wind energy,Onshore wind energy,Off-grid,2020,0
Asia,Indonesia,IDN,Total Renewable,Wind energy,Onshore wind energy,On-grid,2016,1
Asia,Indonesia,IDN,Total Renewable,Wind energy,Onshore wind energy,On-grid,2017,1
Asia,Indonesia,IDN,Total Renewable,Wind energy,Onshore wind energy,On-grid,2018,143
Asia,Indonesia,IDN,Total Renewable,Wind energy,Onshore wind energy,On-grid,2019,154
Asia,Indonesia,IDN,Total Renewable,Wind energy,Onshore wind energy,On-grid,2020,154
Asia,Japan,JPN,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2016,195142
Asia,Japan,JPN,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2017,193524
Asia,Japan,JPN,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2018,192224
Asia,Japan,JPN,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2019,187680
Asia,Japan,JPN,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2020,191120
Asia,Japan,JPN,Total Non-Renewable,Nuclear,Nuclear,On-grid,2016,41482
Asia,Japan,JPN,Total Non-Renewable,Nuclear,Nuclear,On-grid,2017,39132
Asia,Japan,JPN,Total Non-Renewable,Nuclear,Nuclear,On-grid,2018,35692
Asia,Japan,JPN,Total Non-Renewable,Nuclear,Nuclear,On-grid,2019,30733
Asia,Japan,JPN,Total Non-Renewable,Nuclear,Nuclear,On-grid,2020,30733
Asia,Japan,JPN,Total Non-Renewable,Other non-renewable energy,Other non-renewable energy,On-grid,2016,945
Asia,Japan,JPN,Total Non-Renewable,Other non-renewable energy,Other non-renewable energy,On-grid,2017,961
Asia,Japan,JPN,Total Non-Renewable,Other non-renewable energy,Other non-renewable energy,On-grid,2018,902
Asia,Japan,JPN,Total Non-Renewable,Other non-renewable energy,Other non-renewable energy,On-grid,2019,915
Asia,Japan,JPN,Total Non-Renewable,Other non-renewable energy,Other non-renewable energy,On-grid,2020,903
Asia,Japan,JPN,Total Non-Renewable,Pumped storage,Pumped storage,On-grid,2016,21924
Asia,Japan,JPN,Total Non-Renewable,Pumped storage,Pumped storage,On-grid,2017,21894
Asia,Japan,JPN,Total Non-Renewable,Pumped storage,Pumped storage,On-grid,2018,21894
Asia,Japan,JPN,Total Non-Renewable,Pumped storage,Pumped storage,On-grid,2019,21894
Asia,Japan,JPN,Total Non-Renewable,Pumped storage,Pumped storage,On-grid,2020,21894
Asia,Japan,JPN,Total Renewable,Bioenergy,Solid biofuels,On-grid,2016,1260
Asia,Japan,JPN,Total Renewable,Bioenergy,Solid biofuels,On-grid,2017,1626
Asia,Japan,JPN,Total Renewable,Bioenergy,Solid biofuels,On-grid,2018,1870
Asia,Japan,JPN,Total Renewable,Bioenergy,Solid biofuels,On-grid,2019,2261
Asia,Japan,JPN,Total Renewable,Bioenergy,Solid biofuels,On-grid,2020,593
Asia,Japan,JPN,Total Renewable,Bioenergy,Biogas,On-grid,2016,34
Asia,Japan,JPN,Total Renewable,Bioenergy,Biogas,On-grid,2017,47
Asia,Japan,JPN,Total Renewable,Bioenergy,Biogas,On-grid,2018,47
Asia,Japan,JPN,Total Renewable,Bioenergy,Biogas,On-grid,2019,47
Asia,Japan,JPN,Total Renewable,Bioenergy,Biogas,On-grid,2020,47
Asia,Japan,JPN,Total Renewable,Bioenergy,Renewable municipal waste,On-grid,2016,919
Asia,Japan,JPN,Total Renewable,Bioenergy,Renewable municipal waste,On-grid,2017,935
Asia,Japan,JPN,Total Renewable,Bioenergy,Renewable municipal waste,On-grid,2018,876
Asia,Japan,JPN,Total Renewable,Bioenergy,Renewable municipal waste,On-grid,2019,889
Asia,Japan,JPN,Total Renewable,Bioenergy,Renewable municipal waste,On-grid,2020,877
Asia,Japan,JPN,Total Renewable,Geothermal energy,Geothermal energy,On-grid,2016,526
Asia,Japan,JPN,Total Renewable,Geothermal energy,Geothermal energy,On-grid,2017,481
Asia,Japan,JPN,Total Renewable,Geothermal energy,Geothermal energy,On-grid,2018,482
Asia,Japan,JPN,Total Renewable,Geothermal energy,Geothermal energy,On-grid,2019,525
Asia,Japan,JPN,Total Renewable,Geothermal energy,Geothermal energy,On-grid,2020,525
Asia,Japan,JPN,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2016,22568
Asia,Japan,JPN,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2017,22495
Asia,Japan,JPN,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2018,22512
Asia,Japan,JPN,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2019,22489
Asia,Japan,JPN,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2020,22497
Asia,Japan,JPN,Total Renewable,Hydropower (excl. Pumped Storage),Mixed Hydro Plants,On-grid,2016,5625
Asia,Japan,JPN,Total Renewable,Hydropower (excl. Pumped Storage),Mixed Hydro Plants,On-grid,2017,5625
Asia,Japan,JPN,Total Renewable,Hydropower (excl. Pumped Storage),Mixed Hydro Plants,On-grid,2018,5625
Asia,Japan,JPN,Total Renewable,Hydropower (excl. Pumped Storage),Mixed Hydro Plants,On-grid,2019,5625
Asia,Japan,JPN,Total Renewable,Hydropower (excl. Pumped Storage),Mixed Hydro Plants,On-grid,2020,5625
Asia,Japan,JPN,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2016,38438
Asia,Japan,JPN,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2017,44226
Asia,Japan,JPN,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2018,55500
Asia,Japan,JPN,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2019,61526
Asia,Japan,JPN,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2020,67000
Asia,Japan,JPN,Total Renewable,Wind energy,Onshore wind energy,On-grid,2016,3187
Asia,Japan,JPN,Total Renewable,Wind energy,Onshore wind energy,On-grid,2017,3418
Asia,Japan,JPN,Total Renewable,Wind energy,Onshore wind energy,On-grid,2018,3602
Asia,Japan,JPN,Total Renewable,Wind energy,Onshore wind energy,On-grid,2019,3721
Asia,Japan,JPN,Total Renewable,Wind energy,Onshore wind energy,On-grid,2020,4141
Asia,Japan,JPN,Total Renewable,Wind energy,Offshore wind energy,On-grid,2016,60
Asia,Japan,JPN,Total Renewable,Wind energy,Offshore wind energy,On-grid,2017,65
Asia,Japan,JPN,Total Renewable,Wind energy,Offshore wind energy,On-grid,2018,65
Asia,Japan,JPN,Total Renewable,Wind energy,Offshore wind energy,On-grid,2019,65
Asia,Japan,JPN,Total Renewable,Wind energy,Offshore wind energy,On-grid,2020,65
Asia,Kazakhstan,KAZ,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2016,19204
Asia,Kazakhstan,KAZ,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2017,19204
Asia,Kazakhstan,KAZ,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2018,21902
Asia,Kazakhstan,KAZ,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2019,21902
Asia,Kazakhstan,KAZ,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2020,21902
Asia,Kazakhstan,KAZ,Total Renewable,Bioenergy,Biogas,On-grid,2016,0
Asia,Kazakhstan,KAZ,Total Renewable,Bioenergy,Biogas,On-grid,2017,1
Asia,Kazakhstan,KAZ,Total Renewable,Bioenergy,Biogas,On-grid,2018,1
Asia,Kazakhstan,KAZ,Total Renewable,Bioenergy,Biogas,On-grid,2019,2
Asia,Kazakhstan,KAZ,Total Renewable,Bioenergy,Biogas,On-grid,2020,8
Asia,Kazakhstan,KAZ,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2016,2696
Asia,Kazakhstan,KAZ,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2017,2726
Asia,Kazakhstan,KAZ,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2018,2756
Asia,Kazakhstan,KAZ,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2019,2778
Asia,Kazakhstan,KAZ,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2020,2785
Asia,Kazakhstan,KAZ,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2016,100
Asia,Kazakhstan,KAZ,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2017,117
Asia,Kazakhstan,KAZ,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2018,281
Asia,Kazakhstan,KAZ,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2019,608
Asia,Kazakhstan,KAZ,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2020,807
Asia,Kazakhstan,KAZ,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2016,57
Asia,Kazakhstan,KAZ,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2017,59
Asia,Kazakhstan,KAZ,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2018,209
Asia,Kazakhstan,KAZ,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2019,542
Asia,Kazakhstan,KAZ,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2020,912
Asia,Kazakhstan,KAZ,Total Renewable,Wind energy,Onshore wind energy,On-grid,2016,98
Asia,Kazakhstan,KAZ,Total Renewable,Wind energy,Onshore wind energy,On-grid,2017,112
Asia,Kazakhstan,KAZ,Total Renewable,Wind energy,Onshore wind energy,On-grid,2018,121
Asia,Kazakhstan,KAZ,Total Renewable,Wind energy,Onshore wind energy,On-grid,2019,284
Asia,Kazakhstan,KAZ,Total Renewable,Wind energy,Onshore wind energy,On-grid,2020,486
Asia,Kyrgyzstan,KGZ,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2016,633
Asia,Kyrgyzstan,KGZ,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2017,633
Asia,Kyrgyzstan,KGZ,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2018,633
Asia,Kyrgyzstan,KGZ,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2019,632
Asia,Kyrgyzstan,KGZ,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2020,632
Asia,Kyrgyzstan,KGZ,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2016,3677
Asia,Kyrgyzstan,KGZ,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2017,3689
Asia,Kyrgyzstan,KGZ,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2018,3673
Asia,Kyrgyzstan,KGZ,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2019,3673
Asia,Kyrgyzstan,KGZ,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2020,3677
Asia,Lao People's Democratic Republic,LAO,Total Non-Renewable,Fossil fuels,Fossil fuels,Off-grid,2016,0
Asia,Lao People's Democratic Republic,LAO,Total Non-Renewable,Fossil fuels,Fossil fuels,Off-grid,2017,0
Asia,Lao People's Democratic Republic,LAO,Total Non-Renewable,Fossil fuels,Fossil fuels,Off-grid,2018,0
Asia,Lao People's Democratic Republic,LAO,Total Non-Renewable,Fossil fuels,Fossil fuels,Off-grid,2019,0
Asia,Lao People's Democratic Republic,LAO,Total Non-Renewable,Fossil fuels,Fossil fuels,Off-grid,2020,0
Asia,Lao People's Democratic Republic,LAO,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2016,1878
Asia,Lao People's Democratic Republic,LAO,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2017,1878
Asia,Lao People's Democratic Republic,LAO,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2018,1878
Asia,Lao People's Democratic Republic,LAO,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2019,1878
Asia,Lao People's Democratic Republic,LAO,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2020,1878
Asia,Lao People's Democratic Republic,LAO,Total Renewable,Bioenergy,Solid biofuels,On-grid,2016,40
Asia,Lao People's Democratic Republic,LAO,Total Renewable,Bioenergy,Solid biofuels,On-grid,2017,40
Asia,Lao People's Democratic Republic,LAO,Total Renewable,Bioenergy,Solid biofuels,On-grid,2018,40
Asia,Lao People's Democratic Republic,LAO,Total Renewable,Bioenergy,Solid biofuels,On-grid,2019,40
Asia,Lao People's Democratic Republic,LAO,Total Renewable,Bioenergy,Solid biofuels,On-grid,2020,40
Asia,Lao People's Democratic Republic,LAO,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Off-grid,2016,2
Asia,Lao People's Democratic Republic,LAO,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Off-grid,2017,2
Asia,Lao People's Democratic Republic,LAO,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Off-grid,2018,2
Asia,Lao People's Democratic Republic,LAO,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Off-grid,2019,2
Asia,Lao People's Democratic Republic,LAO,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Off-grid,2020,2
Asia,Lao People's Democratic Republic,LAO,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2016,4811
Asia,Lao People's Democratic Republic,LAO,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2017,5004
Asia,Lao People's Democratic Republic,LAO,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2018,5254
Asia,Lao People's Democratic Republic,LAO,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2019,6081
Asia,Lao People's Democratic Republic,LAO,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,On-grid,2020,7374
Asia,Lao People's Democratic Republic,LAO,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2016,2
Asia,Lao People's Democratic Republic,LAO,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2017,2
Asia,Lao People's Democratic Republic,LAO,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2018,2
Asia,Lao People's Democratic Republic,LAO,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2019,2
Asia,Lao People's Democratic Republic,LAO,Total Renewable,Solar energy,Off-grid Solar photovoltaic,Off-grid,2020,2
Asia,Lao People's Democratic Republic,LAO,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2016,2
Asia,Lao People's Democratic Republic,LAO,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2017,20
Asia,Lao People's Democratic Republic,LAO,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2018,20
Asia,Lao People's Democratic Republic,LAO,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2019,20
Asia,Lao People's Democratic Republic,LAO,Total Renewable,Solar energy,On-grid Solar photovoltaic,On-grid,2020,20
Asia,Malaysia,MYS,Total Non-Renewable,Fossil fuels,Fossil fuels,Off-grid,2016,242
Asia,Malaysia,MYS,Total Non-Renewable,Fossil fuels,Fossil fuels,Off-grid,2017,943
Asia,Malaysia,MYS,Total Non-Renewable,Fossil fuels,Fossil fuels,Off-grid,2018,943
Asia,Malaysia,MYS,Total Non-Renewable,Fossil fuels,Fossil fuels,Off-grid,2019,943
Asia,Malaysia,MYS,Total Non-Renewable,Fossil fuels,Fossil fuels,Off-grid,2020,943
Asia,Malaysia,MYS,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2016,22844
Asia,Malaysia,MYS,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2017,24781
Asia,Malaysia,MYS,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2018,24781
Asia,Malaysia,MYS,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2019,26781
Asia,Malaysia,MYS,Total Non-Renewable,Fossil fuels,Fossil fuels,On-grid,2020,26781
Asia,Malaysia,MYS,Total Renewable,Bioenergy,Solid biofuels,Off-grid,2016,1243
Asia,Malaysia,MYS,Total Renewable,Bioenergy,Solid biofuels,Off-grid,2017,532
Asia,Malaysia,MYS,Total Renewable,Bioenergy,Solid biofuels,Off-grid,2018,532
Asia,Malaysia,MYS,Total Renewable,Bioenergy,Solid biofuels,Off-grid,2019,532
Asia,Malaysia,MYS,Total Renewable,Bioenergy,Solid biofuels,Off-grid,2020,532
Asia,Malaysia,MYS,Total Renewable,Bioenergy,Solid biofuels,On-grid,2016,219
Asia,Malaysia,MYS,Total Renewable,Bioenergy,Solid biofuels,On-grid,2017,200
Asia,Malaysia,MYS,Total Renewable,Bioenergy,Solid biofuels,On-grid,2018,202
Asia,Malaysia,MYS,Total Renewable,Bioenergy,Solid biofuels,On-grid,2019,242
Asia,Malaysia,MYS,Total Renewable,Bioenergy,Solid biofuels,On-grid,2020,244
Asia,Malaysia,MYS,Total Renewable,Bioenergy,Biogas,On-grid,2016,80
Asia,Malaysia,MYS,Total Renewable,Bioenergy,Biogas,On-grid,2017,70
Asia,Malaysia,MYS,Total Renewable,Bioenergy,Biogas,On-grid,2018,84
Asia,Malaysia,MYS,Total Renewable,Bioenergy,Biogas,On-grid,2019,124
Asia,Malaysia,MYS,Total Renewable,Bioenergy,Biogas,On-grid,2020,134
Asia,Malaysia,MYS,Total Renewable,Bioenergy,Renewable municipal waste,On-grid,2016,16
Asia,Malaysia,MYS,Total Renewable,Bioenergy,Renewable municipal waste,On-grid,2017,16
Asia,Malaysia,MYS,Total Renewable,Bioenergy,Renewable municipal waste,On-grid,2018,22
